SETTLEMENTDATE,PRICEBAND1,PRICEBAND2,PRICEBAND3,PRICEBAND4,PRICEBAND5,PRICEBAND6,PRICEBAND7,PRICEBAND8,PRICEBAND9,PRICEBAND10
5/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
6/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
7/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
8/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
9/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
10/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
11/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
12/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
13/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
14/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
15/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
16/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
17/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
18/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
19/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
20/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
21/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
22/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
23/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
24/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
25/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
26/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
27/01/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
28/01/2019 0:00,-985.3,-500,-50,25,50,90,120,150,300,899
29/01/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
30/01/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
31/01/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
1/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
2/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
3/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
4/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
5/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
6/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
7/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
8/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
9/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
10/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
11/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
12/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
13/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
14/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
15/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
16/02/2019 0:00,-985.3,-500,-50,25,50,80,120,150,300,899
17/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
18/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
19/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
20/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
21/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
22/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
23/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
24/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
25/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
26/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
27/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
28/02/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
1/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
2/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
3/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
4/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
5/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
6/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
7/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
8/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
9/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
10/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
11/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
12/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
13/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
14/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
15/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14000
16/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
17/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
18/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
19/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
20/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
21/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
22/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
23/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
24/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
25/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,899,14286.85
26/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
27/03/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
2/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
4/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
5/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
9/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
10/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
16/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
18/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
19/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
20/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
21/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
22/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
23/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
24/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
25/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
26/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
27/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
28/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
29/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
30/04/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
1/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
2/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
3/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
4/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
5/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
6/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
7/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
8/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
9/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
10/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
11/05/2019 0:00,-985.3,-500,-50,0,50,100,150,300,898,14286.85
12/05/2019 0:00,-985.3,-500,-50,0,50,100,150,300,898,14286.85
13/05/2019 0:00,-985.3,-500,-50,0,50,100,150,300,898,14286.85
14/05/2019 0:00,-985.3,-500,-50,0,50,100,150,300,898,14286.85
15/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
16/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
17/05/2019 0:00,-985.3,-500,-50,0,50,100,150,300,898,14286.85
18/05/2019 0:00,-985.3,-500,-50,25,50,100,150,300,898,14286.85
19/05/2019 0:00,-985.3,-500,-50,0,50,100,150,300,898,14286.85
